,term,class_number,num_people_enrolled,total_class_size,Prof Name
2272,Fall 2018,CSC 690 [02 ],72,40,Axel Ancona Esselmann
2273,Fall 2018,CSC 694 [01 ],0,36,To be announced
2274,Fall 2018,CSC 699 [01 ],0,15,To be announced
2275,Fall 2018,CSC 720 [01 ],21,20,Arno Puder
2276,Fall 2018,CSC 745 [01 ],9,10,Hao Yue
2277,Fall 2018,CSC 775 [01 ],3,10,Maryam Hasan
2278,Fall 2018,CSC 775 [02 ],12,5,Maryam Hasan
2279,Fall 2018,CSC 780 [01 ],17,20,Christopher Kriese
2280,Fall 2018,CSC 810 [01 ],20,20,Chin Wong
2281,Fall 2018,CSC 847 [01 ],17,20,Hui Yang
2282,Fall 2018,CSC 848 [01 ],5,5,Anthony Souza
2283,Fall 2018,CSC 848 [02 ],5,5,Anthony Souza
2284,Fall 2018,CSC 849 [01 ],23,20,Anagha Kulkarni
2285,Fall 2018,CSC 867 [01 ],4,5,Jd Roberts
2286,Fall 2018,CSC 874 [01 ],11,20,Rahul Singh
2287,Fall 2018,CSC 876 [01 ],8,20,Jozo Dujmovic
2288,Fall 2018,CSC 895 [01 ],0,0,To be announced
2289,Fall 2018,CSC 897 [01 ],0,24,To be announced
2290,Fall 2018,CSC 898 [01 ],0,0,To be announced
2291,Fall 2018,CSC 690 [02 ],72,40,Axel Ancona Esselmann
2292,Fall 2018,CSC 694 [01 ],0,36,To be announced
2293,Fall 2018,CSC 699 [01 ],0,15,To be announced
2294,Fall 2018,CSC 720 [01 ],21,20,Arno Puder
2295,Fall 2018,CSC 745 [01 ],9,10,Hao Yue
2296,Fall 2018,CSC 775 [01 ],3,10,Maryam Hasan
2297,Fall 2018,CSC 775 [02 ],12,5,Maryam Hasan
2298,Fall 2018,CSC 780 [01 ],17,20,Christopher Kriese
2299,Fall 2018,CSC 810 [01 ],20,20,Chin Wong
2300,Fall 2018,CSC 847 [01 ],17,20,Hui Yang
2301,Fall 2018,CSC 848 [01 ],5,5,Anthony Souza
2302,Fall 2018,CSC 848 [02 ],5,5,Anthony Souza
2303,Fall 2018,CSC 849 [01 ],23,20,Anagha Kulkarni
2304,Fall 2018,CSC 867 [01 ],4,5,Jd Roberts
2305,Fall 2018,CSC 874 [01 ],11,20,Rahul Singh
2306,Fall 2018,CSC 876 [01 ],8,20,Jozo Dujmovic
2307,Fall 2018,CSC 895 [01 ],0,0,To be announced
2308,Fall 2018,CSC 897 [01 ],0,24,To be announced
2309,Fall 2018,CSC 898 [01 ],0,0,To be announced
2310,Fall 2018,CSC 690 [02 ],72,40,Axel Ancona Esselmann
2311,Fall 2018,CSC 694 [01 ],0,36,To be announced
2312,Fall 2018,CSC 699 [01 ],0,15,To be announced
2313,Fall 2018,CSC 720 [01 ],21,20,Arno Puder
2314,Fall 2018,CSC 745 [01 ],9,10,Hao Yue
2315,Fall 2018,CSC 775 [01 ],3,10,Maryam Hasan
2316,Fall 2018,CSC 775 [02 ],12,5,Maryam Hasan
2317,Fall 2018,CSC 780 [01 ],17,20,Christopher Kriese
2318,Fall 2018,CSC 810 [01 ],20,20,Chin Wong
2319,Fall 2018,CSC 847 [01 ],17,20,Hui Yang
2320,Fall 2018,CSC 848 [01 ],5,5,Anthony Souza
2321,Fall 2018,CSC 848 [02 ],5,5,Anthony Souza
2322,Fall 2018,CSC 849 [01 ],23,20,Anagha Kulkarni
2323,Fall 2018,CSC 867 [01 ],4,5,Jd Roberts
2324,Fall 2018,CSC 874 [01 ],11,20,Rahul Singh
2325,Fall 2018,CSC 876 [01 ],8,20,Jozo Dujmovic
2326,Fall 2018,CSC 895 [01 ],0,0,To be announced
2327,Fall 2018,CSC 897 [01 ],0,24,To be announced
2328,Fall 2018,CSC 898 [01 ],0,0,To be announced
2329,Spring 2019,CSC 210 [01 ],50,47,Yordanos Mogos
2330,Spring 2019,CSC 210 [02 ],52,50,Christopher Erwin
2331,Spring 2019,CSC 210 [03 ],40,50,Karun Mehta
2332,Spring 2019,CSC 210 [04 ],58,50,Charlie Tuttle
2333,Spring 2019,CSC 210 [05 ],53,45,Yordanos Mogos
2334,Spring 2019,CSC 210 [06 ],50,45,Aung Phyo
2335,Spring 2019,CSC 210 [07 ],29,40,Brenna Tirumalashetty
2336,Spring 2019,CSC 211 [01 ],25,40,Chin Wong
2337,Spring 2019,CSC 220 [01 ],22,45,Chin Wong
2338,Spring 2019,CSC 220 [02 ],40,45,Chin Wong
2339,Spring 2019,CSC 220 [03 ],50,45,Duc Ta
2340,Spring 2019,CSC 220 [04 ],41,45,Abeer AlJarrah
2341,Spring 2019,CSC 220 [05 ],24,45,Christopher Erwin
2342,Spring 2019,CSC 220 [06 ],24,40,Hyo Jung Song
2343,Spring 2019,CSC 230 [01 ],44,45,Daniel Tomasevich
2344,Spring 2019,CSC 230 [02 ],42,45,Lisa Jones
2345,Spring 2019,CSC 230 [03 ],42,45,Pooyan Fazli
2346,Spring 2019,CSC 230 [04 ],36,45,Abdur Sikder
2347,Spring 2019,CSC 256 [01 ],48,50,Vidhyacharan Bhaskar
2348,Spring 2019,CSC 256 [02 ],46,50,Vidhyacharan Bhaskar
2349,Spring 2019,CSC 256 [03 ],44,50,Vidhyacharan Bhaskar
2350,Spring 2019,CSC 300GW [01 ],30,25,Daniel Tomasevich
2351,Spring 2019,CSC 300GW [02 ],30,25,Daniel Tomasevich
2352,Spring 2019,CSC 300GW [03 ],30,25,Daniel Tomasevich
2353,Spring 2019,CSC 300GW [04 ],30,25,Daniel Tomasevich
2354,Spring 2019,CSC 309 [01 ],46,45,Andrew Scott
2355,Spring 2019,CSC 340 [01 ],37,40,Hui Yang
2356,Spring 2019,CSC 340 [02 ],42,40,Hui Yang
2357,Spring 2019,CSC 340 [03 ],40,40,Duc Ta
2358,Spring 2019,CSC 340 [04 ],40,40,Duc Ta
2359,Spring 2019,CSC 340 [05 ],40,40,Duc Ta
2360,Spring 2019,CSC 412 [01 ],40,40,Arno Puder
2361,Spring 2019,CSC 412 [02 ],42,40,Arno Puder
2362,Spring 2019,CSC 412 [03 ],36,40,Arno Puder
2363,Spring 2019,CSC 412 [04 ],41,40,Arno Puder
2364,Spring 2019,CSC 413 [01 ],16,40,Barry Levine
2365,Spring 2019,CSC 413 [02 ],43,40,Anthony Souza
2366,Spring 2019,CSC 413 [03 ],52,40,Anthony Souza
2367,Spring 2019,CSC 413 [04 ],33,40,Brian Parra
2368,Spring 2019,CSC 413 [05 ],28,40,Jd Roberts
2369,Spring 2019,CSC 415 [01 ],66,45,Anthony Souza
2370,Spring 2019,CSC 415 [02 ],46,45,Anthony Souza
2371,Spring 2019,CSC 415 [03 ],36,45,Livia Pinera
2372,Spring 2019,CSC 510 [01 ],40,40,Robert Wall
2373,Spring 2019,CSC 510 [02 ],45,40,Robert Wall
2374,Spring 2019,CSC 510 [03 ],30,40,Rahul Singh
2375,Spring 2019,CSC 510 [04 ],48,49,Robert Wall
2376,Spring 2019,CSC 520 [01 ],31,40,Matthew Pico
2377,Spring 2019,CSC 600 [01 ],81,80,Jozo Dujmovic
2378,Spring 2019,CSC 600 [02 ],81,80,Jozo Dujmovic
2379,Spring 2019,CSC 631 [01 ],30,30,Ilmi Yoon
2380,Spring 2019,CSC 641 [01 ],19,35,Jozo Dujmovic
2381,Spring 2019,CSC 645 [01 ],36,35,Jung-Yup Kang
2382,Spring 2019,CSC 648 [01 ],46,35,Dragutin Petkovic
2383,Spring 2019,CSC 648 [02 ],42,35,Dragutin Petkovic
2384,Spring 2019,CSC 648 [03 ],32,35,Hyo Jung Song
2385,Spring 2019,CSC 648 [04 ],38,40,Jose Ortiz Costa
2386,Spring 2019,CSC 651 [01 ],38,40,Abdur Sikder
2387,Spring 2019,CSC 656 [01 ],36,45,Vidhyacharan Bhaskar
2388,Spring 2019,CSC 665 [01 ],38,40,Alex Kalinin
2389,Spring 2019,CSC 667 [01 ],37,35,Brian Parra
2390,Spring 2019,CSC 667 [02 ],45,35,Anthony Souza
2391,Spring 2019,CSC 668 [01 ],27,35,Jd Roberts
2392,Spring 2019,CSC 675 [01 ],41,40,Maryam Hasan
2393,Spring 2019,CSC 675 [02 ],36,40,Maryam Hasan
2394,Spring 2019,CSC 675 [03 ],29,40,Jose Ortiz Costa
2395,Spring 2019,CSC 690 [01 ],69,40,Axel Ancona Esselmann
2396,Spring 2019,CSC 694 [01 ],3,15,Dragutin Petkovic
2397,Spring 2019,CSC 698 [01 ],29,40,Brian Parra
2398,Spring 2019,CSC 720 [01 ],11,20,Arno Puder
2399,Spring 2019,CSC 745 [01 ],6,5,Jung-Yup Kang
2400,Spring 2019,CSC 775 [01 ],6,5,Maryam Hasan
2401,Spring 2019,CSC 775 [02 ],3,5,Maryam Hasan
2402,Spring 2019,CSC 775 [03 ],0,5,Jose Ortiz Costa
2403,Spring 2019,CSC 780 [01 ],7,20,Christopher Kriese
2404,Spring 2019,CSC 810 [01 ],19,20,Chin Wong
2405,Spring 2019,CSC 831 [01 ],6,10,Ilmi Yoon
2406,Spring 2019,CSC 841 [01 ],0,5,Jozo Dujmovic
2407,Spring 2019,CSC 845 [01 ],9,20,Hao Yue
2408,Spring 2019,CSC 848 [01 ],2,5,Dragutin Petkovic
2409,Spring 2019,CSC 848 [02 ],7,5,Dragutin Petkovic
2410,Spring 2019,CSC 848 [03 ],4,5,Hyo Jung Song
2411,Spring 2019,CSC 848 [04 ],3,5,Jose Ortiz Costa
2412,Spring 2019,CSC 849 [01 ],9,20,Anagha Kulkarni
2413,Spring 2019,CSC 867 [01 ],4,5,Brian Parra
2414,Spring 2019,CSC 867 [02 ],7,5,Anthony Souza
2415,Spring 2019,CSC 868 [01 ],3,5,Jd Roberts
2416,Spring 2019,CSC 869 [01 ],16,20,Hui Yang
2417,Spring 2019,CSC 874 [01 ],9,20,Rahul Singh
2418,Spring 2019,CSC 890 [01 ],5,20,Abeer AlJarrah
2419,Spring 2019,CSC 890 [02 ],15,20,Pooyan Fazli
2420,Spring 2019,CSC 893 [01 ],0,15,To be announced
2421,Spring 2019,CSC 895 [01 ],0,5,To be announced
2422,Spring 2019,CSC 897 [01 ],0,5,To be announced
2423,Spring 2019,CSC 898 [01 ],0,5,To be announced
2424,Spring 2019,CSC 899 [01 ],0,10,To be announced
2425,Spring 2019,CSC 810 [01 ],19,20,Chin Wong
2426,Spring 2019,CSC 831 [01 ],6,10,Ilmi Yoon
2427,Spring 2019,CSC 841 [01 ],0,5,Jozo Dujmovic
2428,Spring 2019,CSC 845 [01 ],9,20,Hao Yue
2429,Spring 2019,CSC 848 [01 ],2,5,Dragutin Petkovic
2430,Spring 2019,CSC 848 [02 ],7,5,Dragutin Petkovic
2431,Spring 2019,CSC 848 [03 ],4,5,Hyo Jung Song
2432,Spring 2019,CSC 848 [04 ],3,5,Jose Ortiz Costa
2433,Spring 2019,CSC 849 [01 ],9,20,Anagha Kulkarni
2434,Spring 2019,CSC 867 [01 ],4,5,Brian Parra
2435,Spring 2019,CSC 867 [02 ],7,5,Anthony Souza
2436,Spring 2019,CSC 868 [01 ],3,5,Jd Roberts
2437,Spring 2019,CSC 869 [01 ],16,20,Hui Yang
2438,Spring 2019,CSC 874 [01 ],9,20,Rahul Singh
2439,Spring 2019,CSC 890 [01 ],5,20,Abeer AlJarrah
2440,Spring 2019,CSC 890 [02 ],15,20,Pooyan Fazli
2441,Spring 2019,CSC 893 [01 ],0,15,To be announced
2442,Spring 2019,CSC 895 [01 ],0,5,To be announced
2443,Spring 2019,CSC 897 [01 ],0,5,To be announced
2444,Spring 2019,CSC 898 [01 ],0,5,To be announced
2445,Spring 2019,CSC 899 [01 ],0,10,To be announced
2446,Spring 2019,CSC 810 [01 ],19,20,Chin Wong
2447,Spring 2019,CSC 831 [01 ],6,10,Ilmi Yoon
2448,Spring 2019,CSC 841 [01 ],0,5,Jozo Dujmovic
2449,Spring 2019,CSC 845 [01 ],9,20,Hao Yue
2450,Spring 2019,CSC 848 [01 ],2,5,Dragutin Petkovic
2451,Spring 2019,CSC 848 [02 ],7,5,Dragutin Petkovic
2452,Spring 2019,CSC 848 [03 ],4,5,Hyo Jung Song
2453,Spring 2019,CSC 848 [04 ],3,5,Jose Ortiz Costa
2454,Spring 2019,CSC 849 [01 ],9,20,Anagha Kulkarni
2455,Spring 2019,CSC 867 [01 ],4,5,Brian Parra
2456,Spring 2019,CSC 867 [02 ],7,5,Anthony Souza
2457,Spring 2019,CSC 868 [01 ],3,5,Jd Roberts
2458,Spring 2019,CSC 869 [01 ],16,20,Hui Yang
2459,Spring 2019,CSC 874 [01 ],9,20,Rahul Singh
2460,Spring 2019,CSC 890 [01 ],5,20,Abeer AlJarrah
2461,Spring 2019,CSC 890 [02 ],15,20,Pooyan Fazli
2462,Spring 2019,CSC 893 [01 ],0,15,To be announced
2463,Spring 2019,CSC 895 [01 ],0,5,To be announced
2464,Spring 2019,CSC 897 [01 ],0,5,To be announced
2465,Spring 2019,CSC 898 [01 ],0,5,To be announced
2466,Spring 2019,CSC 899 [01 ],0,10,To be announced
2467,Fall 2019,CSC 110 [01 ],23,45,Branden Nguyen
2468,Fall 2019,CSC 210 [01 ],50,45,$79.50 
2469,Fall 2019,CSC 210 [02 ],40,40,$79.50 
2470,Fall 2019,CSC 210 [03 ],51,49,$128.75 
2471,Fall 2019,CSC 210 [04 ],42,45,Shivam Rai
2472,Fall 2019,CSC 210 [05 ],40,40,$169.25 
2473,Fall 2019,CSC 210 [06 ],43,45,Shahrukh Humayoun
2474,Fall 2019,CSC 210 [07 ],39,45,$169.25 
2475,Fall 2019,CSC 211 [01 ],37,40,Arno Puder
2476,Fall 2019,CSC 211 [02 ],34,40,Arno Puder
2477,Fall 2019,CSC 211 [03 ],36,40,Arno Puder
2478,Fall 2019,CSC 211 [04 ],34,40,Arno Puder
2479,Fall 2019,CSC 211 [05 ],34,40,Arno Puder
2480,Fall 2019,CSC 211 [06 ],12,40,Arno Puder
2481,Fall 2019,CSC 220 [01 ],44,45,$188.75 
2482,Fall 2019,CSC 220 [02 ],43,45,$55.00 
2483,Fall 2019,CSC 220 [03 ],45,45,$55.00 
2484,Fall 2019,CSC 220 [04 ],43,45,$55.00 
2485,Fall 2019,CSC 220 [05 ],33,40,$188.75 
2486,Fall 2019,CSC 220 [06 ],28,45,$55.00 
2487,Fall 2019,CSC 230 [01 ],48,45,$56.00 
2488,Fall 2019,CSC 230 [02 ],45,45,$321.50 
2489,Fall 2019,CSC 230 [03 ],47,45,$240.00 
2490,Fall 2019,CSC 230 [04 ],34,45,$56.00 
2491,Fall 2019,CSC 230 [05 ],19,45,Kazunori Okada
2492,Fall 2019,CSC 256 [01 ],42,50,$89.95 
2493,Fall 2019,CSC 256 [02 ],58,50,$88.95 
2494,Fall 2019,CSC 256 [03 ],33,50,Soheil Ansari
2495,Fall 2019,CSC 300GW [01 ],30,25,$46.50 
2496,Fall 2019,CSC 300GW [02 ],30,25,$133.75 
2497,Fall 2019,CSC 300GW [03 ],29,25,$133.75 
2498,Fall 2019,CSC 300GW [04 ],29,25,$133.75 
2499,Fall 2019,CSC 300GW [05 ],27,25,$133.75 
2500,Fall 2019,CSC 306 [01 ],26,49,Pleunie Pennings
2501,Fall 2019,CSC 307 [01 ],10,45,Charlie Tuttle
2502,Fall 2019,CSC 317 [01 ],57,49,Anthony Souza
2503,Fall 2019,CSC 317 [02 ],68,49,Anthony Souza
2504,Fall 2019,CSC 340 [01 ],43,45,Hui Yang
2505,Fall 2019,CSC 340 [02 ],43,45,Hui Yang
2506,Fall 2019,CSC 340 [03 ],39,40,$185.75 
2507,Fall 2019,CSC 340 [04 ],43,45,$185.75 
2508,Fall 2019,CSC 340 [05 ],40,40,$185.75 
2509,Fall 2019,CSC 413 [01 ],40,40,Anthony Souza
2510,Fall 2019,CSC 413 [02 ],50,40,Anthony Souza
2511,Fall 2019,CSC 413 [03 ],53,40,Anthony Souza
2512,Fall 2019,CSC 413 [04 ],44,40,Brian Parra
2513,Fall 2019,CSC 413 [05 ],39,40,Jd Roberts
2514,Fall 2019,CSC 415 [01 ],42,45,$98.00 
2515,Fall 2019,CSC 415 [02 ],47,45,Tsun-Yuk Hsu
2516,Fall 2019,CSC 415 [03 ],46,45,Tsun-Yuk Hsu
2517,Fall 2019,CSC 510 [01 ],44,40,$208.95 
2518,Fall 2019,CSC 510 [02 ],41,40,$135.82 
2519,Fall 2019,CSC 510 [03 ],43,40,$208.95 
2520,Fall 2019,CSC 520 [01 ],30,40,$221.50 
2521,Fall 2019,CSC 600 [01 ],80,80,$77.00 
2522,Fall 2019,CSC 600 [02 ],80,80,$30.00 
2523,Fall 2019,CSC 615 [01 ],17,40,$22.99 
2524,Fall 2019,CSC 620 [01 ],36,35,Anagha Kulkarni
2525,Fall 2019,CSC 642 [01 ],31,35,Shahrukh Humayoun
2526,Fall 2019,CSC 645 [01 ],42,70,Jose Ortiz Costa
2527,Fall 2019,CSC 648 [01 ],39,35,$55.00 
2528,Fall 2019,CSC 648 [02 ],34,35,$207.25 
2529,Fall 2019,CSC 648 [03 ],34,35,$55.00 
2530,Fall 2019,CSC 648 [04 ],26,35,Jose Ortiz Costa
2531,Fall 2019,CSC 651 [01 ],46,40,$64.99 
2532,Fall 2019,CSC 656 [01 ],33,45,Tsun-Yuk Hsu
2533,Fall 2019,CSC 664 [01 ],23,30,Rahul Singh
2534,Fall 2019,CSC 665 [01 ],39,40,$55.00 
2535,Fall 2019,CSC 667 [01 ],46,35,Brian Parra
2536,Fall 2019,CSC 667 [02 ],24,35,Jd Roberts
2537,Fall 2019,CSC 675 [01 ],37,45,Maryam Hasan
2538,Fall 2019,CSC 675 [02 ],37,45,Maryam Hasan
2539,Fall 2019,CSC 675 [03 ],43,40,Jose Ortiz Costa
2540,Fall 2019,CSC 690 [01 ],48,40,Axel Ancona Esselmann
2541,Fall 2019,CSC 694 [01 ],0,36,To be announced
2542,Fall 2019,CSC 698 [04 ],38,40,Jingyi Wang
2543,Fall 2019,CSC 699 [01 ],1,15,To be announced
2544,Fall 2019,CSC 720 [01 ],13,20,Arno Puder
2545,Fall 2019,CSC 775 [01 ],10,10,Maryam Hasan
2546,Fall 2019,CSC 775 [02 ],5,5,Maryam Hasan
2547,Fall 2019,CSC 775 [03 ],5,5,Jose Ortiz Costa
2548,Fall 2019,CSC 780 [01 ],7,20,Christopher Kriese
2549,Fall 2019,CSC 810 [01 ],20,20,Chin Wong
2550,Fall 2019,CSC 820 [01 ],2,5,Anagha Kulkarni
2551,Fall 2019,CSC 847 [01 ],14,20,Hui Yang
2552,Fall 2019,CSC 848 [01 ],5,5,$55.00 
2553,Fall 2019,CSC 848 [02 ],5,5,$207.25 
2554,Fall 2019,CSC 848 [03 ],5,5,$55.00 
2555,Fall 2019,CSC 848 [04 ],3,5,Jose Ortiz Costa
2556,Fall 2019,CSC 864 [01 ],2,10,Rahul Singh
2557,Fall 2019,CSC 867 [01 ],8,5,Brian Parra
2558,Fall 2019,CSC 867 [02 ],1,5,Jd Roberts
2559,Fall 2019,CSC 872 [01 ],22,20,$214.25 
2560,Fall 2019,CSC 876 [01 ],7,20,$116.99 
2561,Fall 2019,CSC 890 [01 ],2,20,$141.50 
2562,Fall 2019,CSC 890 [02 ],3,20,Pooyan Fazli
2563,Fall 2019,CSC 890 [03 ],7,20,Rahul Singh
2564,Fall 2019,CSC 895 [01 ],0,0,To be announced
2565,Fall 2019,CSC 895 [16 ],0,7,Hyo Jung Song
2566,Fall 2019,CSC 897 [01 ],0,24,To be announced
2567,Fall 2019,CSC 898 [01 ],0,0,To be announced
2568,Fall 2019,CSC 898 [13 ],0,5,Abeer AlJarrah
2569,Fall 2019,CSC 898 [14 ],0,5,Pooyan Fazli
2570,Fall 2019,CSC 898 [15 ],0,5,Hyo Jung Song
2571,Fall 2019,CSC 898 [01 ],0,0,To be announced
2572,Fall 2019,CSC 898 [13 ],0,5,Abeer AlJarrah
2573,Fall 2019,CSC 898 [14 ],0,5,Pooyan Fazli
2574,Fall 2019,CSC 898 [15 ],0,5,Hyo Jung Song
