num_people_enrolled,total_class_size,class_number,term,professor
64,80,128,WINTER 2018,"Alvaro,P.A."
148,180,130,WINTER 2018,"Bailey,D.D."
90,80,140,WINTER 2018,"Getoor,L."
120,120,180,WINTER 2018,"Finkelstein,S."
170,170,183,WINTER 2018,"Jullig,R.K."
35,35,185,WINTER 2018,"Kolaitis,P."
28,60,201,WINTER 2018,"Achlioptas,D."
21,0,218,WINTER 2018,"Achlioptas,D."
43,50,263,WINTER 2018,"Lodha,S.K."
14,25,278,WINTER 2018,"Finkelstein,S."
9,15,280D,WINTER 2018,"Alvaro,P.A."
8,15,280L,WINTER 2018,"Kolaitis,P."
7,15,280M,WINTER 2018,"Getoor,L."
7,20,280S,WINTER 2018,"Maltzahn,C.G."
15,25,290A,WINTER 2018,"Comandur,S."
17,25,290C,WINTER 2018,"Warmuth,M."
7,25,290S,WINTER 2018,"Nawab,F."
419,420,5J,WINTER 2019,"Smith,A.M."
216,240,5P,WINTER 2019,"Alvaro,P.A."
1,0,5P,WINTER 2019,Staff
191,155,12A,WINTER 2019,"McDowell,C.E."
130,200,12B,WINTER 2019,"Bhatti,N.T."
251,231,12B,WINTER 2019,"Tantalo,P."
33,40,42A,WINTER 2019,"Comandur,S."
214,220,101,WINTER 2019,"Finkelstein,S."
86,220,101,WINTER 2019,"Bailey,D.D."
200,200,102,WINTER 2019,"Helmbold,D.P."
25,25,107,WINTER 2019,"Maltzahn,C.G."
0,0,107,WINTER 2019,Staff
102,120,109,WINTER 2019,"Mackey,W.F."
122,120,111,WINTER 2019,"Nawab,F."
1,0,111,WINTER 2019,Staff
221,250,112,WINTER 2019,"Mackey,W.F."
67,65,116,WINTER 2019,"Mantey,P.E.Jullig,R.K."
68,65,116,WINTER 2019,"Mantey,P.E.Jullig,R.K."
35,0,116,WINTER 2019,"Mantey,P.E.Jullig,R.K."
37,50,118,WINTER 2019,Guha
80,120,122,WINTER 2019,"Arden,O."
112,120,130,WINTER 2019,"Comandur,S."
20,40,132,WINTER 2019,Van
8,40,132W,WINTER 2019,Van
78,80,140,WINTER 2019,"Liu,Y."
77,81,143,WINTER 2019,"Walker,M.A."
91,98,144,WINTER 2019,"Norouzi,N."
27,70,161,WINTER 2019,"Pang,A."
119,120,180,WINTER 2019,"Finkelstein,S."
44,70,201,WINTER 2019,"Tantalo,P."
11,30,211,WINTER 2019,Van
54,50,240,WINTER 2019,"Norouzi,N."
13,20,261,WINTER 2019,"Pang,A."
24,24,277,WINTER 2019,"Nawab,F."
6,15,280D,WINTER 2019,"Alvaro,P.A."
5,10,280L,WINTER 2019,"Kolaitis,P."
6,19,280O,WINTER 2019,"Arden,O."
5,15,280S,WINTER 2019,"Maltzahn,C.G."
20,15,280Z,WINTER 2019,"Walker,M.A."
13,25,290K,WINTER 2019,"Chaturvedi,S."
